t 	 theta 	 h 	 fi 
0.000 	1.571 
0.000 	1.571 
0.000 	1.571 
0.000 	1.571 
0.000 	1.571 
0.001 	1.571 
0.002 	1.571 
0.003 	1.571 
0.009 	1.571 
0.015 	1.571 
0.021 	1.571 
0.058 	1.571 
0.094 	1.571 
0.130 	1.571 
0.289 	1.571 
0.447 	1.571 
0.605 	1.571 
0.763 	1.571 
1.093 	1.571 
1.423 	1.571 
1.752 	1.571 
2.082 	1.571 
2.755 	1.571 
3.429 	1.571 
4.102 	1.571 
4.776 	1.571 
5.449 	1.571 
6.497 	1.571 
7.544 	1.571 
8.591 	1.571 
9.638 	1.571 
10.686 	1.571 
11.925 	1.571 
13.165 	1.571 
14.404 	1.571 
15.643 	1.571 
16.883 	1.571 
18.122 	1.571 
19.373 	1.571 
20.623 	1.571 
21.874 	1.571 
23.125 	1.571 
24.375 	1.571 
24.683 	1.571 
24.992 	1.571 
25.018 	1.571 
25.045 	1.571 
25.071 	1.571 
25.097 	1.571 
25.124 	1.571 
25.150 	1.571 
25.179 	1.571 
25.207 	1.571 
25.236 	1.571 
25.264 	1.571 
25.293 	1.571 
25.322 	1.571 
25.404 	1.571 
25.487 	1.571 
25.570 	1.571 
25.652 	1.571 
25.735 	1.571 
25.942 	1.571 
26.149 	1.571 
26.356 	1.571 
26.563 	1.571 
27.007 	1.571 
27.451 	1.571 
27.895 	1.570 
28.339 	1.570 
29.045 	1.570 
29.750 	1.570 
30.455 	1.570 
31.160 	1.569 
31.866 	1.569 
33.056 	1.568 
34.245 	1.567 
35.435 	1.566 
36.625 	1.565 
37.815 	1.564 
39.005 	1.562 
40.391 	1.560 
41.777 	1.558 
43.163 	1.555 
44.550 	1.553 
44.859 	1.552 
44.977 	1.552 
45.010 	1.552 
45.043 	1.552 
45.064 	1.552 
45.085 	1.552 
45.106 	1.551 
45.126 	1.551 
45.147 	1.551 
45.168 	1.551 
45.192 	1.551 
45.216 	1.551 
45.240 	1.551 
45.264 	1.551 
45.289 	1.551 
45.378 	1.551 
45.467 	1.551 
45.557 	1.551 
45.646 	1.550 
46.037 	1.550 
46.427 	1.549 
46.817 	1.548 
47.207 	1.547 
47.668 	1.546 
48.129 	1.545 
48.590 	1.544 
49.051 	1.543 
49.512 	1.542 
50.465 	1.540 
51.418 	1.537 
52.371 	1.535 
53.324 	1.533 
54.277 	1.530 
55.536 	1.527 
56.796 	1.524 
58.055 	1.520 
59.315 	1.517 
60.574 	1.513 
61.834 	1.510 
63.363 	1.505 
64.893 	1.500 
66.423 	1.495 
67.953 	1.490 
69.482 	1.485 
71.012 	1.480 
72.471 	1.475 
73.930 	1.470 
75.389 	1.464 
76.847 	1.459 
78.306 	1.454 
78.629 	1.452 
78.951 	1.451 
79.064 	1.451 
79.098 	1.451 
79.123 	1.450 
79.147 	1.450 
79.172 	1.450 
79.197 	1.450 
79.221 	1.450 
79.246 	1.450 
79.284 	1.450 
79.322 	1.450 
79.359 	1.450 
79.397 	1.449 
79.435 	1.449 
79.539 	1.449 
79.644 	1.448 
79.748 	1.448 
79.853 	1.448 
79.957 	1.447 
80.330 	1.446 
80.704 	1.444 
81.077 	1.443 
81.450 	1.441 
82.234 	1.438 
83.018 	1.435 
83.801 	1.432 
84.585 	1.429 
85.592 	1.425 
86.600 	1.421 
87.607 	1.416 
88.614 	1.412 
89.621 	1.408 
90.912 	1.403 
92.202 	1.397 
93.493 	1.391 
94.783 	1.386 
96.074 	1.380 
97.364 	1.375 
98.958 	1.368 
100.551 	1.360 
102.144 	1.353 
102.610 	1.351 
102.754 	1.351 
102.897 	1.350 
102.992 	1.350 
103.086 	1.349 
103.181 	1.349 
103.275 	1.348 
103.370 	1.348 
103.464 	1.347 
103.587 	1.347 
103.710 	1.346 
103.833 	1.346 
103.956 	1.345 
104.078 	1.345 
104.548 	1.343 
104.661 	1.342 
104.775 	1.342 
104.888 	1.341 
104.923 	1.341 
104.959 	1.341 
104.994 	1.341 
104.999 	1.341 
105.002 	1.341 
105.004 	1.341 
105.007 	1.341 
105.009 	1.341 
105.012 	1.341 
105.018 	1.341 
105.024 	1.341 
105.030 	1.340 
105.049 	1.340 
105.067 	1.340 
105.085 	1.340 
105.185 	1.340 
105.285 	1.339 
105.385 	1.339 
105.604 	1.338 
105.824 	1.337 
106.043 	1.336 
106.262 	1.335 
106.825 	1.332 
107.387 	1.330 
107.949 	1.327 
108.511 	1.325 
109.535 	1.320 
110.558 	1.316 
111.582 	1.311 
